Geneid	mock1	mock2	cov1	cov2
MEGF8	705	696	548	597
MIR8077	0	0	0	0
CNFN	36	41	17	22
LOC101930071	11	5	8	8
LIPE-AS1	246	273	85	102
LIPE	207	191	101	73
CXCL17	70	67	10	17
CEACAM1	320	270	76	68
CEACAM8	29	37	5	6
PSG3	0	1	1	0
PSG8	1	1	2	1
LOC100289650	1	0	1	4
PSG10P	0	0	2	1
PSG1	1	1	2	0
PSG6	0	0	0	2
PSG7	0	0	2	1
PSG11	0	0	1	0
PSG2	0	0	1	1
PSG5	0	0	5	0
PSG4	161	153	77	97
LOC284344	33	31	8	8
PSG9	2	2	2	1
PRG1	0	0	0	0
CD177	0	0	0	0
TEX101	0	0	0	1
LYPD3	19	17	17	23
PHLDB3	78	80	46	69
ETHE1	169	209	70	72
ZNF575	15	19	19	8
XRCC1	832	770	315	286
PINLYP	7	4	4	2
IRGQ	1052	984	623	693
ZNF576	269	279	150	153
ZNF428	314	327	160	183
SRRM5	29	29	19	20
CADM4	177	169	115	135
PLAUR	153	135	73	81
IRGC	0	0	1	5
SMG9	395	372	203	214
KCNN4	8	7	5	4
LYPD5	0	1	0	1
ZNF283	383	311	151	173
ZNF404	93	92	44	24
LOC100505715	51	64	26	26
ZNF45	815	796	389	368
ZNF221	219	189	98	106
ZNF155	135	133	66	67
LOC101928063	24	18	5	8
ZNF230	281	301	124	117
ZNF222	224	246	90	91
ZNF223	125	154	63	54
ZNF284	97	89	25	39
ZNF224	85	70	34	34
LOC100379224	22	21	16	11
ZNF225	305	354	143	162
ZNF234	407	392	206	208
ZNF226	699	748	256	262
ZNF227	863	924	348	423
ZNF233	116	131	46	53
ZNF235	233	230	100	114
ZNF112	337	340	145	141
ZNF285	22	15	2	1
ZNF229	3	4	8	5
ZNF180	631	648	305	310
CEACAM20	0	0	1	1
CEACAM22P	4	3	9	4
IGSF23	3	1	2	1
PVR	1635	1652	898	1001
MIR4531	1	1	0	0
CEACAM19	115	109	37	27
CEACAM16	1	0	0	0
BCL3	49	51	21	25
MIR8085	0	0	0	0
CBLC	0	0	0	0
BCAM	153	120	78	100
PVRL2	653	626	351	377
TOMM40	630	606	574	579
APOE	253	222	120	117
APOC1	222	201	114	111
APOC1P1	9	6	2	2
APOC4-APOC2	0	0	0	0
APOC4	0	0	0	0
APOC2	0	0	0	0
CLPTM1	661	640	582	571
RELB	78	71	19	38
CLASRP	554	543	315	374
ZNF296	37	32	41	43
GEMIN7	337	332	250	243
PPP1R37	286	269	139	173
NKPD1	20	23	20	16
TRAPPC6A	242	266	91	68
BLOC1S3	208	170	126	139
EXOC3L2	2	2	1	1
MARK4	661	627	373	424
CKM	12	10	4	6
KLC3	193	191	113	121
ERCC2	701	779	368	406
PPP1R13L	200	181	68	89
CD3EAP	67	65	94	101
ERCC1	675	606	281	292
MIR6088	1	0	0	0
FOSB	58	48	74	74
RTN2	235	176	121	95
PPM1N	232	235	67	93
VASP	467	441	248	319
OPA3	588	498	404	438
GPR4	12	7	3	6
EML2	587	601	195	213
MIR330	1	0	1	0
EML2-AS1	14	12	4	7
GIPR	116	100	51	46
MIR642A	0	1	0	0
MIR642B	0	0	0	0
SNRPD2	6138	6365	2615	2638
QPCTL	282	257	140	130
FBXO46	389	352	204	217
BHMG1	3	3	3	5
SIX5	194	162	80	70
DMPK	340	323	178	200
DMWD	458	443	223	276
RSPH6A	0	6	1	3
SYMPK	1052	976	598	691
FOXA3	26	48	19	12
IRF2BP1	464	400	266	293
MYPOP	168	143	114	133
NANOS2	3	2	2	1
NOVA2	32	23	21	33
CCDC61	99	93	34	56
MIR769	1	2	1	1
PGLYRP1	13	9	6	4
IGFL4	4	5	1	3
LOC400706	29	15	11	11
IGFL3	1	0	0	3
IGFL2	3	2	5	2
DKFZp434J0226	0	0	1	1
IGFL1	0	0	1	0
HIF3A	3	3	4	2
PPP5C	1020	1058	690	770
CCDC8	631	610	334	354
PNMAL1	1114	1102	720	758
PPP5D1	19	16	4	10
PNMAL2	0	0	0	4
CALM3	4691	4935	3053	3397
PTGIR	0	0	1	2
GNG8	1	0	0	0
DACT3	102	103	44	55
DACT3-AS1	5	6	3	3
PRKD2	366	367	251	299
MIR320E	2	1	1	1
STRN4	1460	1368	724	854
FKRP	241	226	143	169
SLC1A5	4846	4794	2495	2546
SNAR-E	2	0	0	1
AP2S1	1327	1372	795	733
ARHGAP35	2983	2688	1823	2071
NPAS1	157	148	78	81
TMEM160	135	120	82	74
ZC3H4	842	848	979	1018
SAE1	3021	3023	2171	2296
BBC3	183	198	70	73
MIR3190	0	0	0	0
MIR3191	0	0	0	0
CCDC9	183	148	105	89
INAFM1	38	37	14	17
C5AR1	8	4	6	6
C5AR2	1	1	0	0
DHX34	405	354	341	355
MEIS3	222	206	98	115
SLC8A2	19	21	12	14
KPTN	142	120	89	99
NAPA-AS1	39	25	8	10
NAPA	352	324	284	287
ZNF541	5	5	1	2
GLTSCR1	149	146	129	143
EHD2	118	103	44	63
GLTSCR2	1624	1783	771	789
SNORD23	9	4	3	1
SEPW1	567	570	257	301
TPRX1	0	0	0	1
CRX	4	2	3	2
SULT2A1	7	5	3	3
SNAR-A13	0	0	0	0
SNAR-A12	0	0	0	0
SNAR-C5	0	0	0	0
SNAR-C1	0	0	0	0
SNAR-C2	0	0	0	0
SNAR-A1	0	0	0	0
SNAR-A2	0	0	0	0
SNAR-A3	0	0	0	0
SNAR-A5	0	0	0	0
SNAR-A14	0	0	0	0
SNAR-A4	0	0	0	0
SNAR-A8	0	0	0	0
SNAR-A11	0	0	0	0
SNAR-A6	0	0	0	0
SNAR-A7	0	0	0	0
SNAR-A9	0	0	0	0
SNAR-A10	0	0	0	0
SNAR-C4	0	0	0	1
SNAR-C3	0	0	0	0
BSPH1	0	0	0	0
ELSPBP1	4	11	3	1
CABP5	0	0	0	0
PLA2G4C	22	25	12	13
LIG1	1552	1688	557	515
C19orf68	157	132	64	67
CARD8	1132	1087	373	465
CARD8-AS1	46	42	18	40
ZNF114	57	54	44	55
CCDC114	20	15	9	8
EMP3	446	406	168	144
TMEM143	238	248	80	74
SYNGR4	5	2	3	2
KDELR1	3016	3193	1682	1905
GRIN2D	93	93	55	61
GRWD1	542	546	620	601
KCNJ14	82	82	54	68
CYTH2	687	727	380	403
LMTK3	91	82	48	44
SULT2B1	91	105	19	29
FAM83E	3	2	4	8
SPACA4	0	0	3	1
RPL18	18278	17972	6085	6127
SPHK2	112	98	71	70
DBP	142	127	66	62
CA11	263	197	96	107
SEC1P	8	15	4	8
NTN5	2	5	3	2
FUT2	39	39	22	21
LOC105447645	15	14	7	5
MAMSTR	75	66	30	45
RASIP1	88	87	33	31
IZUMO1	35	35	11	13
FUT1	133	128	17	19
FGF21	9	10	1	1
BCAT2	518	506	311	319
HSD17B14	91	73	30	23
PLEKHA4	131	106	45	68
PPP1R15A	1090	1102	452	451
TULP2	56	53	31	25
NUCB1	848	829	472	461
NUCB1-AS1	8	6	0	5
DHDH	24	19	16	8
BAX	405	400	346	386
FTL	3533	3412	1436	1431
GYS1	463	543	402	434
RUVBL2	1237	1216	782	863
MIR6798	0	0	0	0
LHB	5	5	5	5
LOC101059948	9	6	4	9
CGB	2	0	0	0
SNAR-G2	0	0	0	0
CGB2	0	0	0	1
CGB1	3	2	1	0
SNAR-G1	1	0	1	1
CGB5	0	0	0	0
CGB8	0	0	0	0
CGB7	3	6	2	1
NTF4	16	31	11	9
KCNA7	68	53	24	30
SNRNP70	2170	2046	1593	1784
LIN7B	48	46	14	13
C19orf73	20	21	4	3
PPFIA3	417	339	201	251
HRC	9	3	9	5
TRPM4	149	166	59	82
SLC6A16	110	93	39	46
MIR4324	2	0	0	1
CD37	59	56	25	20
TEAD2	551	523	367	350
DKKL1	11	17	1	3
LOC101928295	11	6	4	5
CCDC155	1	2	2	0
PTH2	3	4	1	0
GFY	5	0	1	2
SLC17A7	46	55	34	42
PIH1D1	1017	1026	471	480
ALDH16A1	249	221	116	121
FLT3LG	45	37	22	13
RPL13A	21209	20628	5960	6430
SNORD32A	70	83	39	41
SNORD33	165	172	40	93
SNORD34	18	15	22	23
SNORD35A	36	45	30	28
RPS11	30811	32431	9956	10825
SNORD35B	36	43	36	36
MIR150	0	0	1	0
FCGRT	306	262	135	161
RCN3	34	29	20	26
NOSIP	474	453	231	261
PRRG2	11	11	10	9
PRR12	582	482	403	453
RRAS	169	135	45	69
SCAF1	637	598	439	495
IRF3	516	476	305	294
BCL2L12	504	459	287	294
PRMT1	2695	2575	1430	1585
MIR5088	2	0	0	0
ADM5	23	17	22	34
CPT1C	188	166	84	90
TSKS	24	25	11	5
AP2A1	667	682	436	517
MIR6799	0	1	0	0
FUZ	471	494	175	204
MED25	281	283	175	170
MIR6800	0	0	0	0
PTOV1-AS1	249	284	175	212
PTOV1	808	758	527	586
MIR4749	1	0	0	0
PTOV1-AS2	114	103	64	69
PNKP	418	375	184	218
AKT1S1	484	444	360	351
TBC1D17	173	147	87	110
MIR4750	0	0	0	0
IL4I1	25	27	11	7
NUP62	1070	983	906	952
ATF5	250	231	115	93
MIR4751	0	0	0	0
SIGLEC11	0	0	1	0
SIGLEC16	3	8	2	5
VRK3	564	512	282	292
ZNF473	1396	1320	600	665
FLJ26850	13	24	7	7
SNAR-B1	0	0	0	0
SNAR-B2	0	0	0	0
SNAR-D	0	0	1	0
IZUMO2	0	0	0	0
MYH14	273	243	178	194
KCNC3	144	119	96	99
NAPSB	35	34	22	14
NAPSA	21	23	15	11
NR1H2	325	293	174	172
POLD1	1261	1143	559	639
SPIB	2	7	5	10
MYBPC2	11	8	7	7
FAM71E1	77	81	41	33
EMC10	559	487	499	546
JOSD2	61	42	16	35
ASPDH	72	48	25	15
LRRC4B	170	140	98	91
SNAR-F	0	0	0	0
SYT3	59	36	37	39
C19orf81	96	98	37	28
SHANK1	71	71	28	42
CLEC11A	47	56	27	17
GPR32	1	1	1	2
ACPT	75	34	26	40
C19orf48	2514	2412	942	845
SNORD88B	7	13	13	10
SNORD88A	12	10	9	12
SNORD88C	37	47	16	13
MGC45922	1	5	1	0
KLK1	7	7	2	3
KLK15	1	0	0	0
LOC105372441	0	0	0	2
KLK3	2	0	0	0
KLK2	0	0	1	0
KLKP1	2	1	3	4
KLK4	3	8	3	4
KLK5	0	3	0	1
KLK6	0	0	0	0
KLK7	12	3	3	9
KLK8	37	32	13	6
KLK9	0	0	0	0
KLK10	5	4	2	0
KLK11	1	0	1	0
KLK12	0	0	0	0
KLK13	5	2	3	4
KLK14	5	5	8	7
CTU1	163	166	85	99
SIGLEC9	0	0	0	0
SIGLEC7	0	0	0	0
LOC101928517	0	0	0	0
SIGLEC17P	0	0	0	1
MIR8074	0	0	0	0
CD33	0	0	0	1
SIGLECL1	0	0	0	0
IGLON5	30	16	9	18
VSIG10L	64	43	32	33
ETFB	618	582	316	298
CLDND2	30	18	9	4
NKG7	9	11	3	2
LIM2	1	1	0	0
C19orf84	1	1	0	0
SIGLEC10	33	32	4	5
LOC100129083	0	2	1	1
SIGLEC8	0	0	1	0
CEACAM18	0	0	0	1
SIGLEC12	0	0	1	2
SIGLEC6	0	0	0	0
ZNF175	433	510	224	259
LINC01530	58	49	18	7
SIGLEC5	2	0	0	0
SIGLEC14	0	2	0	0
SPACA6P-AS	42	29	16	25
MIR99B	0	0	1	0
MIRLET7E	0	0	0	0
MIR125A	0	0	0	0
SPACA6P	94	83	40	73
HAS1	0	1	1	0
FPR1	0	0	0	0
FPR2	0	0	0	0
FPR3	5	4	3	3
ZNF577	278	253	125	146
ZNF649-AS1	12	13	5	5
ZNF649	404	397	193	231
ZNF613	182	170	93	107
ZNF350-AS1	5	6	4	7
ZNF350	230	254	88	109
ZNF615	775	843	333	298
ZNF614	841	911	459	471
ZNF432	372	392	234	235
ZNF841	539	538	212	235
ZNF616	554	565	299	284
ZNF836	68	82	30	34
PPP2R1A	1733	1564	1292	1366
MIR6801	0	8	0	0
ZNF766	308	334	192	189
MIR643	1	1	0	1
ZNF480	473	396	370	420
ZNF610	1	0	3	4
ZNF880	12	9	10	6
ZNF528-AS1	1	2	0	2
ZNF528	13	10	10	9
ZNF534	8	3	4	4
ZNF578	6	6	3	3
ZNF808	20	12	7	9
ZNF701	129	131	79	73
ZNF137P	31	48	12	16
ZNF83	206	206	68	80
ZNF611	237	293	124	137
ZNF600	5	4	2	1
ZNF28	213	252	132	170
ZNF468	237	241	150	170
ZNF320	283	260	139	140
ZNF888	190	218	74	94
ZNF321P	0	0	2	0
ZNF816-ZNF321P	0	0	0	0
ZNF816	115	122	60	70
ZNF702P	6	3	4	7
ERVV-1	0	1	0	1
ERVV-2	0	0	1	0
ZNF160	160	140	64	70
ZNF415	1	0	0	1
ZNF347	1	1	1	1
ZNF665	1	1	1	0
ZNF818P	0	0	1	0
ZNF677	1	1	2	0
VN1R2	0	1	0	1
VN1R4	0	0	0	0
FAM90A27P	0	0	0	0
BIRC8	0	0	1	1
ZNF845	590	635	404	441
ZNF525	154	155	61	82
ZNF765	483	496	349	353
ZNF761	391	393	232	214
TPM3P9	129	123	93	127
ZNF813	20	36	12	18
ZNF331	30	36	11	10
LOC284379	0	0	0	0
DPRX	1	0	0	1
MIR512-2	0	0	0	0
MIR512-1	0	0	0	0
MIR1323	0	0	0	0
MIR498	0	0	0	0
MIR520E	0	0	0	0
MIR515-1	0	0	0	0
MIR515-2	0	0	0	0
MIR519E	0	0	0	0
MIR520F	0	0	0	0
MIR519C	0	0	0	0
MIR1283-1	0	0	0	0
MIR520A	0	0	0	0
MIR526B	0	0	0	0
MIR519B	0	0	0	0
MIR525	0	0	0	0
MIR523	0	0	0	0
MIR518F	0	0	0	0
MIR520B	0	0	0	0
MIR518B	0	0	0	0
MIR526A1	0	0	0	0
MIR520C	0	0	0	0
MIR518C	0	0	0	0
MIR524	0	0	0	0
MIR517A	0	0	0	0
MIR519D	0	0	0	0
MIR521-2	0	0	0	0
MIR520D	0	0	0	0
MIR517B	0	0	0	0
MIR520G	0	0	0	0
MIR516B2	0	0	0	0
MIR526A2	0	0	0	0
MIR518E	0	0	0	0
MIR518A1	0	0	0	0
MIR518D	0	0	0	0
MIR516B1	0	0	0	0
MIR518A2	0	0	0	0
MIR517C	0	0	0	0
MIR520H	0	0	0	0
MIR521-1	0	0	0	0
MIR522	0	0	0	0
MIR519A1	0	0	0	0
MIR527	0	0	0	0
MIR516A1	0	0	0	0
MIR1283-2	0	0	0	0
MIR516A2	0	0	0	0
MIR519A2	0	0	0	0
MIR371A	0	0	0	0
MIR371B	0	0	0	0
MIR372	0	0	0	0
MIR373	0	0	0	0
NLRP12	1	0	1	6
MYADM	594	525	296	328
PRKCG	42	60	20	16
CACNG7	17	9	3	3
CACNG8	229	204	107	128
MIR935	0	0	0	0
CACNG6	27	26	10	8
VSTM1	0	0	0	0
TARM1	0	0	1	0
OSCAR	13	11	2	4
NDUFA3	532	517	364	331
TFPT	295	282	92	128
PRPF31	693	599	556	496
CNOT3	876	821	555	651
LENG1	154	153	63	55
TMC4	101	93	38	49
MBOAT7	350	343	197	230
TSEN34	695	690	384	388
RPS9	6734	7050	2270	2378
LILRB3	7	16	10	8
LILRA6	7	3	11	5
LILRB5	0	1	2	0
LILRB2	0	0	1	1
MIR4752	0	0	0	0
LILRA5	0	0	0	1
LILRA4	2	2	1	1
LAIR1	1	4	2	2
TTYH1	37	38	19	17
LENG8-AS1	116	105	27	36
LENG8	1732	1676	647	643
LENG9	41	27	28	22
CDC42EP5	0	1	3	0
LAIR2	0	0	0	0
KIR3DX1	1	1	4	1
LILRA2	0	0	1	0
LILRA1	0	0	0	0
LILRB1	0	0	0	0
MIR8061	0	0	0	0
LILRB4	0	0	0	0
LILRP2	0	0	0	1
KIR3DL3	0	0	0	0
KIR2DL1	0	0	0	0
KIR2DS5	0	0	0	0
KIR2DS3	0	0	0	0
KIR2DS4	0	0	0	0
KIR2DL3	0	0	0	0
KIR2DS2	0	0	0	0
KIR2DL2	0	0	0	0
LOC101928804	0	0	0	0
KIR2DS1	0	0	0	0
KIR2DL4	0	0	0	1
KIR3DL1	0	0	0	0
KIR3DS1	0	0	0	0
KIR3DL2	0	0	0	0
FCAR	0	3	1	2
NCR1	0	0	0	0
NLRP7	1	0	1	1
NLRP2	1	0	1	1
GP6	5	3	1	3
RDH13	180	162	131	130
EPS8L1	53	50	34	29
PPP1R12C	440	426	307	276
MIR7975	1	0	0	1
TNNT1	778	637	185	241
TNNI3	151	152	53	63
DNAAF3	148	123	57	83
SYT5	4	2	3	2
PTPRH	29	31	9	11
TMEM86B	40	32	24	15
PPP6R1	799	782	615	714
MIR6804	0	0	1	0
MIR6802	1	3	0	0
MIR6803	0	0	0	0
HSPBP1	275	228	204	214
BRSK1	412	286	150	144
TMEM150B	3	2	2	5
SUV420H2	281	251	133	129
COX6B2	18	15	13	4
FAM71E2	3	2	6	3
IL11	39	34	6	3
TMEM190	2	0	0	0
TMEM238	0	0	0	0
RPL28	6335	5386	2512	2875
MIR6805	0	0	0	0
UBE2S	342	379	221	232
SHISA7	31	19	19	32
ISOC2	308	252	196	201
ZNF628	39	39	34	27
NAT14	509	491	202	221
SSC5D	17	12	1	7
SBK2	3	3	0	0
SBK3	0	0	0	0
ZNF579	144	150	83	99
FIZ1	123	94	47	57
ZNF524	58	45	19	19
ZNF865	162	153	87	111
ZNF784	101	73	44	66
ZNF580	313	304	157	191
ZNF581	375	333	159	199
CCDC106	169	154	98	112
U2AF2	2235	2037	1785	1954
EPN1	646	625	422	477
NLRP9	7	2	13	6
RFPL4A	0	4	2	1
RFPL4AL1	1	0	0	0
NLRP11	3	0	4	4
NLRP4	0	0	0	1
NLRP13	0	0	0	2
NLRP8	0	0	0	0
NLRP5	0	0	1	3
LOC101928886	3	2	0	1
ZNF787	491	468	220	215
ZNF444	323	295	172	157
GALP	0	0	0	1
ZSCAN5B	0	0	1	0
ZSCAN5A	40	29	26	24
ZNF542P	30	38	17	7
ZNF582	116	97	33	47
ZNF582-AS1	43	37	11	17
ZNF583	155	144	66	68
ZNF667	6	3	5	2
ZNF667-AS1	0	0	0	0
ZNF471	39	42	14	14
ZFP28	345	399	93	106
ZNF470	220	264	117	143
ZNF71	178	180	85	89
SMIM17	10	14	6	4
ZNF835	0	0	1	1
ZIM2-AS1	2	6	4	2
ZIM2	0	0	0	0
PEG3	3	1	3	2
PEG3-AS1	0	0	0	0
MIMT1	0	0	0	0
USP29	0	0	2	0
ZIM3	0	0	1	0
DUXA	2	0	2	1
ZNF264	1029	1043	483	467
AURKC	17	13	9	8
ZNF805	983	1148	437	517
ZNF460	2216	2512	876	979
ZNF543	357	365	238	231
ZNF304	223	225	138	192
ZNF547	34	31	36	37
TRAPPC2B	154	164	61	68
ZNF548	419	423	111	137
ZNF17	363	340	167	162
ZNF749	249	247	151	158
VN1R1	33	36	10	19
ZNF772	368	348	163	148
ZNF419	214	245	101	124
ZNF773	129	92	52	54
ZNF549	150	167	89	120
ZNF550	468	553	187	230
ZNF416	163	177	100	83
ZIK1	32	21	14	20
ZNF530	135	149	81	83
ZNF134	255	236	158	144
ZNF211	462	535	243	206
ZSCAN4	1	2	1	3
ZNF551	243	216	169	164
ZNF154	93	88	59	63
ZNF671	24	11	17	21
ZNF776	609	682	339	362
ZNF586	139	160	67	75
ZNF552	194	172	77	112
FKBP1AP1	136	127	71	86
ZNF587B	495	550	226	220
ZNF587	1139	1225	547	535
ZNF814	284	275	110	112
ZNF417	386	408	175	184
ZNF418	17	5	27	18
ZNF256	156	203	101	104
C19orf18	5	2	1	3
ZNF606	234	237	95	83
LOC100128398	40	27	8	11
ZSCAN1	0	0	0	0
ZNF135	1	3	1	2
ZSCAN18	84	76	14	26
ZNF329	174	209	60	60
ZNF274	591	556	244	241
ZNF544	48	42	38	15
ZNF8	461	488	237	237
ZSCAN22	285	230	138	158
MIR6806	3	0	2	0
A1BG	164	178	59	54
A1BG-AS1	30	42	23	22
ZNF497	116	111	46	53
ZNF837	26	29	10	17
MIR4754	0	0	1	2
RPS5	13583	14324	4753	4734
RNF225	1	2	0	1
ZNF584	470	482	226	252
ZNF132	90	79	58	69
ZNF324B	215	243	116	103
ZNF324	365	359	217	255
ZNF446	150	153	85	77
SLC27A5	104	118	61	63
ZBTB45	93	88	72	58
TRIM28	3284	3139	2430	2699
MIR6807	3	4	2	2
CHMP2A	971	1084	383	449
UBE2M	1043	1115	638	720
MZF1-AS1	100	76	50	75
MZF1	155	125	55	66
CENPBD1P1	335	302	231	244
KIR2DL5A	0	0	0	0
LILRA3	0	0	0	0
KIR2DL5B	0	0	0	0
FAM110C	34	35	13	16
SH3YL1	645	677	146	190
ACP1	4352	5007	1768	1869
FAM150B	30	39	15	37
TMEM18	1285	1391	451	479
LINC01115	0	0	0	0
LOC101060385	1	1	0	0
SNTG2	30	34	9	18
TPO	1	1	1	0
PXDN	1048	1010	533	626
MYT1L	4	3	2	1
MYT1L-AS1	0	0	0	0
LINC01250	1	1	0	1
TSSC1	614	663	306	338
TRAPPC12	383	359	297	295
ADI1	649	721	610	681
RNASEH1	603	641	437	442
RNASEH1-AS1	300	294	107	122
RPS7	1531	1653	606	612
COLEC11	46	52	27	31
ALLC	0	2	26	34
DCDC2C	1	1	0	4
LINC01304	0	0	0	2
LINC01249	2	0	0	1
LINC01248	0	0	0	0
SOX11	3	3	1	0
LINC01105	3	2	1	1
MIR7158	0	0	0	0
LOC400940	0	0	0	1
LINC01247	0	0	0	0
LINC01246	0	0	0	0
MIR7515HG	0	0	0	0
MIR7515	0	0	0	0
LINC00487	0	0	0	0
NRIR	0	0	0	0
CMPK2	0	5	4	5
RSAD2	0	0	0	1
RNF144A-AS1	19	22	15	9
RNF144A	568	641	287	314
LOC101929452	4	1	3	2
LOC100506274	0	0	0	0
LOC101929551	0	0	0	0
LINC00298	0	0	0	0
LINC00299	0	0	0	0
LOC101929567	4	0	5	4
ID2-AS1	19	26	7	8
ID2	1658	1868	1460	1746
KIDINS220	3281	3338	2056	2253
MBOAT2	1259	1330	718	826
ASAP2	849	852	504	527
ITGB1BP1	1062	1242	606	624
CPSF3	3165	3209	2190	2222
IAH1	1306	1521	447	495
ADAM17	1754	1858	711	805
YWHAQ	5567	5924	3801	3866
TAF1B	1447	1525	738	815
GRHL1	219	245	130	151
KLF11	854	879	515	552
CYS1	46	60	16	15
RRM2	3772	3638	2355	2624
C2orf48	237	224	107	114
MIR4261	4	3	2	1
HPCAL1	188	176	99	96
ODC1	3933	4682	3376	3222
SNORA80B	18	27	6	9
LOC101929715	22	29	7	11
NOL10	1830	1961	1563	1624
ATP6V1C2	134	105	80	72
PDIA6	5319	5658	2453	2664
LOC101929733	0	0	0	0
KCNF1	6	4	1	2
FLJ33534	1	3	0	0
C2orf50	1	2	2	2
PQLC3	264	325	108	106
ROCK2	2625	2619	1859	2085
LINC00570	2	1	1	0
E2F6	527	548	291	294
GREB1	441	460	210	234
MIR4429	0	0	2	0
NTSR2	0	0	0	0
LPIN1	570	575	224	244
MIR548S	0	0	1	0
MIR4262	0	0	0	0
LOC100506457	0	0	0	0
MIR3681	0	0	0	0
TRIB2	311	265	139	165
MIR3125	0	0	0	0
LOC100506474	0	0	0	0
LINC00276	0	1	2	0
FAM84A	5	4	2	6
LOC653602	1	0	0	0
NBAS	4373	4575	1757	1801
DDX1	7617	8149	4117	4132
LOC101926966	0	0	0	0
MYCNUT	1	0	0	0
MYCNOS	3	3	2	2
MYCN	24	29	16	20
GACAT3	0	0	0	0
FAM49A	80	77	29	40
RAD51AP2	0	1	1	2
VSNL1	11	10	9	12
SMC6	4822	4890	2612	2861
GEN1	1708	1802	952	1069
MSGN1	0	0	0	0
KCNS3	108	105	57	56
RDH14	25	30	14	9
NT5C1B-RDH14	0	0	0	0
NT5C1B	0	3	0	0
MIR4757	0	1	0	0
OSR1	6	9	7	6
LINC00954	10	13	16	16
TTC32	241	260	123	135
WDR35	2352	2373	1451	1490
LOC101928222	18	24	5	9
MATN3	60	52	18	33
LAPTM4A	3622	4157	1464	1706
SDC1	294	304	213	221
PUM2	6127	6572	3486	3790
RHOB	2750	3698	1098	1351
HS1BP3-IT1	5	3	2	2
HS1BP3	348	355	191	197
GDF7	52	43	22	11
LDAH	107	135	65	72
APOB	0	1	1	2
TDRD15	0	0	1	0
LOC645949	0	0	0	0
LOC102723362	0	0	0	0
KLHL29	296	288	175	204
ATAD2B	1574	1594	986	1056
UBXN2A	832	902	542	548
MFSD2B	10	11	8	9
C2orf44	1372	1423	903	950
FKBP1B	421	420	164	180
SF3B6	5413	6438	2719	2838
FAM228B	346	405	77	112
TP53I3	106	90	83	61
PFN4	48	49	16	16
FAM228A	40	36	9	10
ITSN2	1502	1309	782	922
NCOA1	1205	1136	754	938
PTRHD1	503	521	182	196
CENPO	1161	1172	526	578
ADCY3	679	626	447	454
DNAJC27	427	498	186	212
DNAJC27-AS1	22	31	3	1
EFR3B	204	214	156	190
POMC	12	20	3	5
DNMT3A	508	507	365	398
MIR1301	1	4	3	0
DTNB	567	569	267	273
ASXL2	1336	1215	1141	1235
KIF3C	522	473	252	260
RAB10	3715	4149	1974	2221
GAREML	231	256	157	138
HADHA	6686	6612	3171	3388
HADHB	3378	3705	1477	1471
ADGRF3	22	24	20	25
EPT1	3206	3414	2511	2884
DRC1	16	28	10	15
OTOF	5	2	2	2
C2orf70	0	0	0	1
CIB4	0	0	0	0
KCNK3	0	2	0	1
SLC35F6	437	408	330	407
CENPA	709	737	379	482
DPYSL5	934	817	617	721
MAPRE3	267	275	103	113
TMEM214	1193	1298	458	526
AGBL5-AS1	2	1	0	3
AGBL5	1542	1543	862	879
OST4	754	788	304	296
EMILIN1	31	21	15	13
KHK	210	203	126	131
CGREF1	8	8	6	9
ABHD1	88	86	43	49
PREB	1304	1233	687	743
PRR30	0	0	0	1
TCF23	1	1	0	0
SLC5A6	686	616	615	652
ATRAID	1856	1997	671	664
CAD	2306	2266	1753	2006
SLC30A3	60	73	51	43
DNAJC5G	36	24	12	12
TRIM54	22	20	6	18
UCN	14	15	3	3
MPV17	544	563	321	345
GTF3C2	1244	1195	828	937
GTF3C2-AS1	5	4	2	3
EIF2B4	664	644	409	464
SNX17	1122	1159	680	765
ZNF513	214	180	100	113
PPM1G	2894	2481	2135	2314
FTH1P3	40	26	22	27
NRBP1	1722	1715	796	874
KRTCAP3	19	19	10	4
IFT172	942	919	450	468
FNDC4	226	204	123	127
GCKR	11	9	0	0
C2orf16	106	75	48	47
ZNF512	3109	3256	1469	1525
CCDC121	137	215	84	89
GPN1	1493	1620	857	843
SUPT7L	1702	1676	803	848
SLC4A1AP	1369	1432	692	694
MRPL33	1192	1371	560	694
RBKS	81	91	31	28
BRE-AS1	14	21	7	2
BRE	925	893	534	544
MIR4263	8	7	3	3
LOC100505736	72	66	30	29
LOC100505716	87	82	44	38
FLJ31356	4	0	0	1
FOSL2	79	76	29	54
PLB1	4	5	5	3
PPP1CB	9741	11472	4830	5461
SPDYA	17	14	11	21
TRMT61B	477	466	265	319
WDR43	4944	5436	3597	3883
SNORD92	2	4	1	2
SNORD53	15	13	5	8
FAM179A	13	5	9	11
C2orf71	0	0	2	2
CLIP4	806	687	366	413
ALK	7	8	12	8
YPEL5	2533	2881	605	675
LBH	364	420	140	150
LOC285043	0	0	0	0
LCLAT1	2051	2091	1249	1351
CAPN13	0	0	0	1
GALNT14	29	21	20	18
CAPN14	5	4	8	2
EHD3	260	220	142	188
XDH	0	2	1	2
SRD5A2	1	2	1	2
MEMO1	266	253	126	167
DPY30	1091	1315	560	706
SPAST	1124	1163	750	864
SLC30A6	1375	1517	702	819
NLRC4	99	95	43	34
YIPF4	2054	2385	829	861
BIRC6	11317	10384	7000	7400
MIR558	6	3	2	2
